0	1	type
-6.291733	53.009756	accommodation
-6.250030521	53.34166502	accommodation
-7.9095	53.098816	accommodation
-9.7838816	52.1064848	accommodation
-6.290339	52.668124	accommodation
-9.746667	54.144722	accommodation
-8.584556	52.217957	accommodation
-9.087343212	53.25865685	accommodation
-10.017696	53.4888	accommodation
-7.104975	52.260068	accommodation
-10.098997	53.498581	accommodation
-9.112975	53.26103	accommodation
-7.322925416	53.98703114	accommodation
-10.039142	51.627989	accommodation
-8.474761	54.272476	accommodation
-6.112967216	53.26960586	accommodation
-7.278501	53.038521	accommodation
-9.70493	53.594557	accommodation
-7.38999	53.58977	accommodation
-6.267649	53.344687	accommodation
-10.23713994	51.94029154	accommodation
-10.02836746	54.01159271	accommodation
-7.249919	52.654626	accommodation
-8.969646222	52.32882957	accommodation
-9.382853519	53.01365572	accommodation
-9.429529063	52.83769056	accommodation
-8.790095	52.170583	accommodation
-7.801731	53.728749	accommodation
-9.506824	52.059407	accommodation
-8.190088	52.864706	accommodation
-9.512499	52.060785	accommodation
-6.0647368	53.3880754	accommodation
-9.379021919	53.01557182	accommodation
-9.521389595	53.79855461	accommodation
-7.300001055	53.035758	accommodation
-7.556769226	54.09671001	accommodation
-6.211837	53.17841	accommodation
-7.469075423	53.98982413	accommodation
-9.596236383	51.88280604	accommodation
-9.540818899	51.75191998	accommodation
-9.329038112	52.00806206	accommodation
-9.53052	52.077837	accommodation
-7.144259	52.16732	accommodation
-6.093935	52.891845	accommodation
-10.05651829	52.15083285	accommodation
-6.403631779	53.30950271	accommodation
-7.249478	52.639633	accommodation
-9.48758456	52.04950189	accommodation
-10.020653	53.48869	accommodation
-8.71960728	52.41387502	accommodation
-6.787157	53.55255	accommodation
-8.47493316	54.7703879	accommodation
-6.259991	53.352524	accommodation
-6.088291341	53.52376428	accommodation
-6.252968	53.331714	accommodation
-8.563271	51.688255	accommodation
-6.260844966	53.35218727	accommodation
-9.028287495	52.84096748	accommodation
-9.556316	53.795659	accommodation
-8.276235164	54.48512275	accommodation
-9.361894665	51.484662	accommodation
-7.095248	52.471511	accommodation
-7.302258883	52.60209949	accommodation
-9.054942042	53.276525	accommodation
-9.889311657	53.56164414	accommodation
-7.611285887	55.1837052	accommodation
-9.380804535	53.01587861	accommodation
-9.2744457	53.5347382	accommodation
-7.393952	55.277699	accommodation
-9.361815	53.033792	accommodation
-7.271025	53.634612	accommodation
-9.439159	52.453005	accommodation
-8.276072	52.138309	accommodation
-8.94169056	51.56633452	accommodation
-6.229280279	52.64458283	accommodation
-8.889939883	51.62303021	accommodation
-9.973038065	53.54695794	accommodation
-7.328545709	53.11821249	accommodation
-6.241276335	53.33227139	accommodation
-8.337178	54.844738	accommodation
-8.435478563	51.87681825	accommodation
-6.499315	53.257096	accommodation
-6.266094	53.346516	accommodation
-8.133193902	55.12167518	accommodation
-8.862044	52.714901	accommodation
-6.4673045	52.599898	accommodation
-9.585233	51.888057	accommodation
-10.223641	51.947483	accommodation
-6.352152047	52.24251999	accommodation
-8.019568342	52.77536175	accommodation
-7.064407	52.239195	accommodation
-9.364485	53.544422	accommodation
-9.199659	51.651546	accommodation
-10.35439539	51.91253008	accommodation
-8.46172	54.174065	accommodation
-9.14009821	54.12737534	accommodation
-8.488465	51.895895	accommodation
-8.223229753	54.53611508	accommodation
-6.911296779	52.13423712	accommodation
-6.739804791	53.54233948	accommodation
-6.804325	53.905144	accommodation
-8.585062505	52.66458296	accommodation
-6.7644	53.548435	accommodation
-8.262694	54.483987	accommodation
-8.573608348	52.66830327	accommodation
-9.500677	52.058535	accommodation
-8.547494221	54.151905	accommodation
-6.463621525	53.35565294	accommodation
-8.943372	53.938154	accommodation
-6.545995802	52.20228207	accommodation
-7.777397938	52.95771906	accommodation
-8.648075548	51.75968822	accommodation
-6.186241	54.040061	accommodation
-8.767071768	51.64437563	accommodation
-6.239279	53.326477	accommodation
-9.142632037	53.11775775	accommodation
-8.098168	54.31144	accommodation
-8.527820568	54.20681619	accommodation
-8.216777	52.502133	accommodation
-7.039126242	55.18922715	accommodation
-9.604739	53.261397	accommodation
-6.374024867	53.28785099	accommodation
-6.14333677	52.80289582	accommodation
-6.234952878	52.83232292	accommodation
-9.130571356	51.55812457	accommodation
-8.50693	54.41212	accommodation
-6.360375799	54.10038264	accommodation
-9.506655	52.055165	accommodation
